name,artist,id,popularity,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
A Sky Full of Stars,Coldplay,0FDzzruyVECATHXKHFs9eJ,85,pop,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,audio_features,spotify:track:0FDzzruyVECATHXKHFs9eJ,https://api.spotify.com/v1/tracks/0FDzzruyVECATHXKHFs9eJ,https://api.spotify.com/v1/audio-analysis/0FDzzruyVECATHXKHFs9eJ,267867,4
Call Out My Name,The Weeknd,1gm616Plq4ScqNi7TVkZ5N,0,pop,0.489,0.598,1,-4.929,1,0.036,0.218,0.0,0.35,0.172,134.045,audio_features,spotify:track:1gm616Plq4ScqNi7TVkZ5N,https://api.spotify.com/v1/tracks/1gm616Plq4ScqNi7TVkZ5N,https://api.spotify.com/v1/audio-analysis/1gm616Plq4ScqNi7TVkZ5N,228373,3
Cool Girl,Tove Lo,3tJ4y2Zqx6gM9xOAuFfsSF,59,pop,0.674,0.694,9,-7.076,0,0.109,0.313,7.17e-06,0.0752,0.203,101.993,audio_features,spotify:track:3tJ4y2Zqx6gM9xOAuFfsSF,https://api.spotify.com/v1/tracks/3tJ4y2Zqx6gM9xOAuFfsSF,https://api.spotify.com/v1/audio-analysis/3tJ4y2Zqx6gM9xOAuFfsSF,199179,4
Love U Better (feat. Lil Wayne & The-Dream),Ty Dolla $ign,270aLuFCbX32hhBr8MQyPM,48,pop,0.645,0.541,10,-6.312,0,0.0385,0.0802,0.0,0.325,0.411,95.061,audio_features,spotify:track:270aLuFCbX32hhBr8MQyPM,https://api.spotify.com/v1/tracks/270aLuFCbX32hhBr8MQyPM,https://api.spotify.com/v1/audio-analysis/270aLuFCbX32hhBr8MQyPM,181880,4
You & Me,Marc E. Bassy,7yCqehT9dKACTFy7YugP0J,56,pop,0.449,0.635,1,-8.301,1,0.275,0.0413,0.0,0.188,0.608,84.414,audio_features,spotify:track:7yCqehT9dKACTFy7YugP0J,https://api.spotify.com/v1/tracks/7yCqehT9dKACTFy7YugP0J,https://api.spotify.com/v1/audio-analysis/7yCqehT9dKACTFy7YugP0J,218493,4
M.I.L.F. $,Fergie,3osQ5lSSqZb8HWRozdbVPw,0,pop,0.773,0.706,0,-5.709,1,0.0999,0.00538,0.0148,0.0208,0.693,160.912,audio_features,spotify:track:3osQ5lSSqZb8HWRozdbVPw,https://api.spotify.com/v1/tracks/3osQ5lSSqZb8HWRozdbVPw,https://api.spotify.com/v1/audio-analysis/3osQ5lSSqZb8HWRozdbVPw,162365,4
Are You With Me - Radio Edit,Lost Frequencies,2glGP8kEfACgJdZ86kWxhN,65,pop,0.763,0.608,5,-8.1,0,0.035,0.262,2.5e-05,0.12,0.393,121.02,audio_features,spotify:track:2glGP8kEfACgJdZ86kWxhN,https://api.spotify.com/v1/tracks/2glGP8kEfACgJdZ86kWxhN,https://api.spotify.com/v1/audio-analysis/2glGP8kEfACgJdZ86kWxhN,138013,4
lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,86,pop,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,audio_features,spotify:track:0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/tracks/0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/audio-analysis/0u2P5u6lvoDfwTYjAADbn4,200186,4
Night Changes,One Direction,5O2P9iiztwhomNh8xkR9lJ,90,pop,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,audio_features,spotify:track:5O2P9iiztwhomNh8xkR9lJ,https://api.spotify.com/v1/tracks/5O2P9iiztwhomNh8xkR9lJ,https://api.spotify.com/v1/audio-analysis/5O2P9iiztwhomNh8xkR9lJ,226600,4
Please Don't Go,Joel Adams,3cNjgVBKTJ1SvKhunrCdVy,64,pop,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,audio_features,spotify:track:3cNjgVBKTJ1SvKhunrCdVy,https://api.spotify.com/v1/tracks/3cNjgVBKTJ1SvKhunrCdVy,https://api.spotify.com/v1/audio-analysis/3cNjgVBKTJ1SvKhunrCdVy,210580,4
How Long Will I Love You - Bonus Track,Ellie Goulding,0ZPfDxZn5O0L84wvPSN2iG,45,pop,0.512,0.304,0,-9.19,1,0.0318,0.295,0.000622,0.118,0.172,126.078,audio_features,spotify:track:0ZPfDxZn5O0L84wvPSN2iG,https://api.spotify.com/v1/tracks/0ZPfDxZn5O0L84wvPSN2iG,https://api.spotify.com/v1/audio-analysis/0ZPfDxZn5O0L84wvPSN2iG,154435,5
Exchange,Bryson Tiller,43PuMrRfbyyuz4QpZ3oAwN,79,pop,0.525,0.433,6,-10.598,1,0.185,0.107,0.0,0.135,0.276,160.108,audio_features,spotify:track:43PuMrRfbyyuz4QpZ3oAwN,https://api.spotify.com/v1/tracks/43PuMrRfbyyuz4QpZ3oAwN,https://api.spotify.com/v1/audio-analysis/43PuMrRfbyyuz4QpZ3oAwN,194613,4
Such A Boy,Astrid S,3oIhthYPSKwAwJLA8JClkV,43,pop,0.668,0.776,6,-5.167,0,0.111,0.0481,2.2e-06,0.0798,0.461,95.003,audio_features,spotify:track:3oIhthYPSKwAwJLA8JClkV,https://api.spotify.com/v1/tracks/3oIhthYPSKwAwJLA8JClkV,https://api.spotify.com/v1/audio-analysis/3oIhthYPSKwAwJLA8JClkV,210680,4
"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",Chris Brown,5gx2E5aIXMRBellPZW1up5,59,pop,0.82,0.696,7,-4.918,0,0.182,0.119,0.0,0.232,0.617,144.981,audio_features,spotify:track:5gx2E5aIXMRBellPZW1up5,https://api.spotify.com/v1/tracks/5gx2E5aIXMRBellPZW1up5,https://api.spotify.com/v1/audio-analysis/5gx2E5aIXMRBellPZW1up5,293435,4
Say It,Flume,6vnDoUOHTiVB5DvX18tJon,0,pop,0.597,0.531,3,-6.83,0,0.0295,0.0685,3.72e-06,0.0617,0.271,74.938,audio_features,spotify:track:6vnDoUOHTiVB5DvX18tJon,https://api.spotify.com/v1/tracks/6vnDoUOHTiVB5DvX18tJon,https://api.spotify.com/v1/audio-analysis/6vnDoUOHTiVB5DvX18tJon,262521,4
Slow Motion,Trey Songz,4NYwy0R3NdvORX2B6OZXBT,67,pop,0.733,0.408,7,-7.834,0,0.0388,0.679,3.92e-05,0.11,0.291,94.947,audio_features,spotify:track:4NYwy0R3NdvORX2B6OZXBT,https://api.spotify.com/v1/tracks/4NYwy0R3NdvORX2B6OZXBT,https://api.spotify.com/v1/audio-analysis/4NYwy0R3NdvORX2B6OZXBT,197854,4
Let You Down,NF,52okn5MNA47tk87PeZJLEL,76,pop,0.661,0.714,5,-5.68,0,0.121,0.314,0.0,0.179,0.464,147.998,audio_features,spotify:track:52okn5MNA47tk87PeZJLEL,https://api.spotify.com/v1/tracks/52okn5MNA47tk87PeZJLEL,https://api.spotify.com/v1/audio-analysis/52okn5MNA47tk87PeZJLEL,212120,4
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,4hQ6UGyWQIGJmHSo0J88JW,70,pop,0.6,0.725,6,-4.866,1,0.0487,0.0933,1.87e-06,0.12,0.506,102.056,audio_features,spotify:track:4hQ6UGyWQIGJmHSo0J88JW,https://api.spotify.com/v1/tracks/4hQ6UGyWQIGJmHSo0J88JW,https://api.spotify.com/v1/audio-analysis/4hQ6UGyWQIGJmHSo0J88JW,207905,4
Dynamite (feat. Pretty Sister),Nause,2Ae5awwKvQpTBKQHr1TYCg,41,pop,0.811,0.801,9,-6.0,0,0.0802,0.0548,2.09e-05,0.0742,0.693,105.055,audio_features,spotify:track:2Ae5awwKvQpTBKQHr1TYCg,https://api.spotify.com/v1/tracks/2Ae5awwKvQpTBKQHr1TYCg,https://api.spotify.com/v1/audio-analysis/2Ae5awwKvQpTBKQHr1TYCg,195429,4
Sober,Childish Gambino,6olUplztLFFfU7fMYmFXOP,0,pop,0.699,0.601,0,-6.48,1,0.0304,0.0972,1.17e-05,0.562,0.434,98.04,audio_features,spotify:track:6olUplztLFFfU7fMYmFXOP,https://api.spotify.com/v1/tracks/6olUplztLFFfU7fMYmFXOP,https://api.spotify.com/v1/audio-analysis/6olUplztLFFfU7fMYmFXOP,252013,4
Too Good,Drake,3BtuIIrQlkujKPuWF2B85z,71,pop,0.794,0.653,7,-7.839,1,0.104,0.0489,4.88e-05,0.1,0.397,117.996,audio_features,spotify:track:3BtuIIrQlkujKPuWF2B85z,https://api.spotify.com/v1/tracks/3BtuIIrQlkujKPuWF2B85z,https://api.spotify.com/v1/audio-analysis/3BtuIIrQlkujKPuWF2B85z,263373,4
Run Me Dry,Bryson Tiller,5GG3knKdxKWrNboRijxeKF,58,pop,0.646,0.756,9,-9.017,0,0.488,0.393,3e-05,0.202,0.602,193.88,audio_features,spotify:track:5GG3knKdxKWrNboRijxeKF,https://api.spotify.com/v1/tracks/5GG3knKdxKWrNboRijxeKF,https://api.spotify.com/v1/audio-analysis/5GG3knKdxKWrNboRijxeKF,169267,4
Sing Me to Sleep,Alan Walker,2Fjz5ZC5BvFdCqcnTZ3ilH,58,pop,0.491,0.607,4,-6.333,0,0.0668,0.0125,1.52e-06,0.289,0.166,176.112,audio_features,spotify:track:2Fjz5ZC5BvFdCqcnTZ3ilH,https://api.spotify.com/v1/tracks/2Fjz5ZC5BvFdCqcnTZ3ilH,https://api.spotify.com/v1/audio-analysis/2Fjz5ZC5BvFdCqcnTZ3ilH,189333,4
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,0v9Wz8o0BT8DU38R4ddjeH,63,pop,0.652,0.795,11,-5.192,0,0.174,0.156,0.0,0.123,0.788,135.018,audio_features,spotify:track:0v9Wz8o0BT8DU38R4ddjeH,https://api.spotify.com/v1/tracks/0v9Wz8o0BT8DU38R4ddjeH,https://api.spotify.com/v1/audio-analysis/0v9Wz8o0BT8DU38R4ddjeH,304607,4
Swang,Rae Sremmurd,6mapJIPnQ23RTAevUoE0DL,70,pop,0.681,0.314,8,-9.319,1,0.0581,0.2,9.82e-06,0.1,0.166,139.992,audio_features,spotify:track:6mapJIPnQ23RTAevUoE0DL,https://api.spotify.com/v1/tracks/6mapJIPnQ23RTAevUoE0DL,https://api.spotify.com/v1/audio-analysis/6mapJIPnQ23RTAevUoE0DL,208120,4
IDOL,BTS,03iCbZaM4OkRR4We6wIzvx,0,pop,0.709,0.857,9,-3.394,1,0.0881,0.00219,0.0,0.103,0.446,126.038,audio_features,spotify:track:03iCbZaM4OkRR4We6wIzvx,https://api.spotify.com/v1/tracks/03iCbZaM4OkRR4We6wIzvx,https://api.spotify.com/v1/audio-analysis/03iCbZaM4OkRR4We6wIzvx,260234,4
No More Sad Songs (feat. Machine Gun Kelly),Little Mix,1NXDq5UBby80GsRNjGXVwE,0,pop,0.709,0.779,7,-3.534,0,0.0464,0.0777,7.47e-06,0.306,0.701,102.024,audio_features,spotify:track:1NXDq5UBby80GsRNjGXVwE,https://api.spotify.com/v1/tracks/1NXDq5UBby80GsRNjGXVwE,https://api.spotify.com/v1/audio-analysis/1NXDq5UBby80GsRNjGXVwE,225200,4
Ghost,Ella Henderson,4XPWKmy05Rcff6TLHNoNF8,59,pop,0.68,0.84,9,-3.823,1,0.0414,0.0457,8.66e-06,0.143,0.468,104.975,audio_features,spotify:track:4XPWKmy05Rcff6TLHNoNF8,https://api.spotify.com/v1/tracks/4XPWKmy05Rcff6TLHNoNF8,https://api.spotify.com/v1/audio-analysis/4XPWKmy05Rcff6TLHNoNF8,213213,4
3005,Childish Gambino,3Z2sglqDj1rDRMF5x0Sz2R,0,pop,0.473,0.461,6,-6.474,0,0.333,0.149,0.0,0.0973,0.615,165.985,audio_features,spotify:track:3Z2sglqDj1rDRMF5x0Sz2R,https://api.spotify.com/v1/tracks/3Z2sglqDj1rDRMF5x0Sz2R,https://api.spotify.com/v1/audio-analysis/3Z2sglqDj1rDRMF5x0Sz2R,234213,4
Boom Clap,Charli xcx,3x2YIvkLcxvZQsA5x6xyIR,52,pop,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,audio_features,spotify:track:3x2YIvkLcxvZQsA5x6xyIR,https://api.spotify.com/v1/tracks/3x2YIvkLcxvZQsA5x6xyIR,https://api.spotify.com/v1/audio-analysis/3x2YIvkLcxvZQsA5x6xyIR,169866,4
Mask Off,Future,0VgkVdmE4gld66l8iyGjgx,81,pop,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,audio_features,spotify:track:0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/audio-analysis/0VgkVdmE4gld66l8iyGjgx,204600,4
Always Remember Us This Way,Lady Gaga,2rbDhOo9Fh61Bbu23T2qCk,81,pop,0.549,0.502,0,-5.972,1,0.0405,0.299,0.0,0.764,0.291,129.842,audio_features,spotify:track:2rbDhOo9Fh61Bbu23T2qCk,https://api.spotify.com/v1/tracks/2rbDhOo9Fh61Bbu23T2qCk,https://api.spotify.com/v1/audio-analysis/2rbDhOo9Fh61Bbu23T2qCk,210200,4
Don’t Matter To Me (with Michael Jackson),Drake,6G8kHiVZ1jW7vHMPVRNZU0,67,pop,0.822,0.318,10,-12.391,1,0.0575,0.493,0.0128,0.11,0.138,102.998,audio_features,spotify:track:6G8kHiVZ1jW7vHMPVRNZU0,https://api.spotify.com/v1/tracks/6G8kHiVZ1jW7vHMPVRNZU0,https://api.spotify.com/v1/audio-analysis/6G8kHiVZ1jW7vHMPVRNZU0,245787,4
All About That Bass,Meghan Trainor,5jE48hhRu8E6zBDPRSkEq7,71,pop,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,audio_features,spotify:track:5jE48hhRu8E6zBDPRSkEq7,https://api.spotify.com/v1/tracks/5jE48hhRu8E6zBDPRSkEq7,https://api.spotify.com/v1/audio-analysis/5jE48hhRu8E6zBDPRSkEq7,187920,4
Problem,Ariana Grande,7E8edqa0m0ASLXkLfmWY03,37,pop,0.606,0.805,1,-5.363,0,0.26,0.0178,1.02e-05,0.133,0.611,102.734,audio_features,spotify:track:7E8edqa0m0ASLXkLfmWY03,https://api.spotify.com/v1/tracks/7E8edqa0m0ASLXkLfmWY03,https://api.spotify.com/v1/audio-analysis/7E8edqa0m0ASLXkLfmWY03,193893,4
X (feat. Future),21 Savage,6fwdbPMwP1zVStm8FybmkO,68,pop,0.835,0.413,1,-9.81,1,0.396,0.373,0.00133,0.101,0.111,149.004,audio_features,spotify:track:6fwdbPMwP1zVStm8FybmkO,https://api.spotify.com/v1/tracks/6fwdbPMwP1zVStm8FybmkO,https://api.spotify.com/v1/audio-analysis/6fwdbPMwP1zVStm8FybmkO,258880,4
Domino,Jessie J,2fQxE0jVrjNMT9oJAXtSJR,75,pop,0.758,0.557,7,-4.568,1,0.034,0.0117,0.0,0.0418,0.781,126.986,audio_features,spotify:track:2fQxE0jVrjNMT9oJAXtSJR,https://api.spotify.com/v1/tracks/2fQxE0jVrjNMT9oJAXtSJR,https://api.spotify.com/v1/audio-analysis/2fQxE0jVrjNMT9oJAXtSJR,231840,4
Black Widow,Iggy Azalea,7pNC5ZIKtwUK0ReSpM3P9f,65,pop,0.74,0.72,3,-3.753,0,0.158,0.188,0.000386,0.109,0.512,164.014,audio_features,spotify:track:7pNC5ZIKtwUK0ReSpM3P9f,https://api.spotify.com/v1/tracks/7pNC5ZIKtwUK0ReSpM3P9f,https://api.spotify.com/v1/audio-analysis/7pNC5ZIKtwUK0ReSpM3P9f,209423,4
Naked,DNCE,1Jajkjm81BVqptjRBoJcAn,35,pop,0.706,0.666,9,-4.454,0,0.0477,0.0239,0.0,0.0442,0.458,128.909,audio_features,spotify:track:1Jajkjm81BVqptjRBoJcAn,https://api.spotify.com/v1/tracks/1Jajkjm81BVqptjRBoJcAn,https://api.spotify.com/v1/audio-analysis/1Jajkjm81BVqptjRBoJcAn,236173,4
Famous,Kanye West,19a3JfW8BQwqHWUMbcqSx8,70,pop,0.465,0.735,6,-3.715,1,0.117,0.0711,0.0,0.0975,0.409,173.935,audio_features,spotify:track:19a3JfW8BQwqHWUMbcqSx8,https://api.spotify.com/v1/tracks/19a3JfW8BQwqHWUMbcqSx8,https://api.spotify.com/v1/audio-analysis/19a3JfW8BQwqHWUMbcqSx8,196040,4
Don't,Bryson Tiller,3pXF1nA74528Edde4of9CC,83,pop,0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991,audio_features,spotify:track:3pXF1nA74528Edde4of9CC,https://api.spotify.com/v1/tracks/3pXF1nA74528Edde4of9CC,https://api.spotify.com/v1/audio-analysis/3pXF1nA74528Edde4of9CC,198293,4
White Iverson,Post Malone,6eT7xZZlB2mwyzJ2sUKG6w,73,pop,0.675,0.561,7,-7.678,1,0.0352,0.233,0.0,0.0793,0.309,130.098,audio_features,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,https://api.spotify.com/v1/tracks/6eT7xZZlB2mwyzJ2sUKG6w,https://api.spotify.com/v1/audio-analysis/6eT7xZZlB2mwyzJ2sUKG6w,256533,4
Lucid Dreams,Juice WRLD,0s3nnoMeVWz3989MkNQiRf,0,pop,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,audio_features,spotify:track:0s3nnoMeVWz3989MkNQiRf,https://api.spotify.com/v1/tracks/0s3nnoMeVWz3989MkNQiRf,https://api.spotify.com/v1/audio-analysis/0s3nnoMeVWz3989MkNQiRf,239836,4
Fancy,Iggy Azalea,3W3KtDwAIg3mAruSpnfG3Q,68,pop,0.912,0.716,10,-4.141,0,0.0698,0.0904,0.0,0.0491,0.377,94.981,audio_features,spotify:track:3W3KtDwAIg3mAruSpnfG3Q,https://api.spotify.com/v1/tracks/3W3KtDwAIg3mAruSpnfG3Q,https://api.spotify.com/v1/audio-analysis/3W3KtDwAIg3mAruSpnfG3Q,199938,4
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,3iQlKJaVwZLU1B33b8L8zb,0,pop,0.738,0.814,7,-4.414,0,0.0999,0.132,9.64e-06,0.126,0.483,119.041,audio_features,spotify:track:3iQlKJaVwZLU1B33b8L8zb,https://api.spotify.com/v1/tracks/3iQlKJaVwZLU1B33b8L8zb,https://api.spotify.com/v1/audio-analysis/3iQlKJaVwZLU1B33b8L8zb,225850,4
8TEEN,Khalid,5bgwqaRSS3M8WHWruHgSL5,71,pop,0.83,0.585,1,-5.802,1,0.0366,0.225,0.00209,0.0576,0.642,105.03,audio_features,spotify:track:5bgwqaRSS3M8WHWruHgSL5,https://api.spotify.com/v1/tracks/5bgwqaRSS3M8WHWruHgSL5,https://api.spotify.com/v1/audio-analysis/5bgwqaRSS3M8WHWruHgSL5,228600,4
MIA (feat. Drake),Bad Bunny,116H0KvKr2Zl4RPuVBruDO,8,pop,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,audio_features,spotify:track:116H0KvKr2Zl4RPuVBruDO,https://api.spotify.com/v1/tracks/116H0KvKr2Zl4RPuVBruDO,https://api.spotify.com/v1/audio-analysis/116H0KvKr2Zl4RPuVBruDO,210368,4
Gold,Kiiara,6WhzFzROw3aq3rPWjgYlxr,49,pop,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,audio_features,spotify:track:6WhzFzROw3aq3rPWjgYlxr,https://api.spotify.com/v1/tracks/6WhzFzROw3aq3rPWjgYlxr,https://api.spotify.com/v1/audio-analysis/6WhzFzROw3aq3rPWjgYlxr,225882,5
Never Be Alone / Hey There Delilah - Live Medley,Shawn Mendes,1Q3bb5UXqAWr7Tjuno2xcq,34,pop,0.327,0.393,11,-7.995,1,0.0297,0.545,0.0,0.722,0.126,101.711,audio_features,spotify:track:1Q3bb5UXqAWr7Tjuno2xcq,https://api.spotify.com/v1/tracks/1Q3bb5UXqAWr7Tjuno2xcq,https://api.spotify.com/v1/audio-analysis/1Q3bb5UXqAWr7Tjuno2xcq,371718,4
Dangerous Woman,Ariana Grande,7l94dyN2hX9c6wWcZQuOGJ,1,pop,0.664,0.602,4,-5.369,0,0.0412,0.0529,0.0,0.356,0.289,134.049,audio_features,spotify:track:7l94dyN2hX9c6wWcZQuOGJ,https://api.spotify.com/v1/tracks/7l94dyN2hX9c6wWcZQuOGJ,https://api.spotify.com/v1/audio-analysis/7l94dyN2hX9c6wWcZQuOGJ,235947,3
DNA.,Kendrick Lamar,6HZILIRieu8S0iqY8kIKhj,78,pop,0.638,0.523,1,-6.664,1,0.357,0.00454,0.0,0.0842,0.422,139.913,audio_features,spotify:track:6HZILIRieu8S0iqY8kIKhj,https://api.spotify.com/v1/tracks/6HZILIRieu8S0iqY8kIKhj,https://api.spotify.com/v1/audio-analysis/6HZILIRieu8S0iqY8kIKhj,185947,4
Youngblood,5 Seconds of Summer,2iUXsYOEPhVqEBwsqP70rE,78,pop,0.597,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.276,audio_features,spotify:track:2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,203418,4
All Time Low,Jon Bellion,1CnPYaKxTVb4LWOtiGOm0m,63,pop,0.617,0.567,0,-4.188,1,0.0828,0.0584,0.0,0.0933,0.505,90.246,audio_features,spotify:track:1CnPYaKxTVb4LWOtiGOm0m,https://api.spotify.com/v1/tracks/1CnPYaKxTVb4LWOtiGOm0m,https://api.spotify.com/v1/audio-analysis/1CnPYaKxTVb4LWOtiGOm0m,217603,4
Ghost,Halsey,5dcYoYFAXh0f0qI05AoufB,54,pop,0.569,0.606,7,-8.085,1,0.129,0.0529,0.000732,0.134,0.212,95.036,audio_features,spotify:track:5dcYoYFAXh0f0qI05AoufB,https://api.spotify.com/v1/tracks/5dcYoYFAXh0f0qI05AoufB,https://api.spotify.com/v1/audio-analysis/5dcYoYFAXh0f0qI05AoufB,153657,4
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,5uDASfU19gDxSjW8cnCaBp,73,pop,0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,audio_features,spotify:track:5uDASfU19gDxSjW8cnCaBp,https://api.spotify.com/v1/tracks/5uDASfU19gDxSjW8cnCaBp,https://api.spotify.com/v1/audio-analysis/5uDASfU19gDxSjW8cnCaBp,177184,4
Cruel (feat. ZAYN),Snakehips,0B2RttXEiyXsMeQ7mMP3EI,51,pop,0.603,0.879,5,-4.098,1,0.124,0.0184,0.0,0.156,0.318,110.125,audio_features,spotify:track:0B2RttXEiyXsMeQ7mMP3EI,https://api.spotify.com/v1/tracks/0B2RttXEiyXsMeQ7mMP3EI,https://api.spotify.com/v1/audio-analysis/0B2RttXEiyXsMeQ7mMP3EI,228253,4
Wolves,Selena Gomez,0tBbt8CrmxbjRP0pueQkyU,75,pop,0.725,0.804,11,-4.614,0,0.0422,0.124,0.0,0.204,0.31,124.996,audio_features,spotify:track:0tBbt8CrmxbjRP0pueQkyU,https://api.spotify.com/v1/tracks/0tBbt8CrmxbjRP0pueQkyU,https://api.spotify.com/v1/audio-analysis/0tBbt8CrmxbjRP0pueQkyU,197993,4
Dang! (feat. Anderson .Paak),Mac Miller,5iUQMwxUPdJBFeGkePtM66,68,pop,0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,audio_features,spotify:track:5iUQMwxUPdJBFeGkePtM66,https://api.spotify.com/v1/tracks/5iUQMwxUPdJBFeGkePtM66,https://api.spotify.com/v1/audio-analysis/5iUQMwxUPdJBFeGkePtM66,305350,4
We Found Love,Rihanna,1zv3WFUbZ5vPxFq9I2jAU1,58,pop,0.735,0.766,1,-4.485,1,0.0383,0.025,0.00141,0.108,0.6,127.975,audio_features,spotify:track:1zv3WFUbZ5vPxFq9I2jAU1,https://api.spotify.com/v1/tracks/1zv3WFUbZ5vPxFq9I2jAU1,https://api.spotify.com/v1/audio-analysis/1zv3WFUbZ5vPxFq9I2jAU1,215227,4
Mama Said,Lukas Graham,7675gjlUZzneYiMrQ9Inx8,43,pop,0.748,0.867,7,-4.715,0,0.0536,0.0229,1.28e-05,0.392,0.531,84.005,audio_features,spotify:track:7675gjlUZzneYiMrQ9Inx8,https://api.spotify.com/v1/tracks/7675gjlUZzneYiMrQ9Inx8,https://api.spotify.com/v1/audio-analysis/7675gjlUZzneYiMrQ9Inx8,206756,4
Would You Ever,Skrillex,57p8CBvPOxrvyCbn6ttl5r,56,pop,0.653,0.91,10,-3.36,1,0.0566,0.0079,0.0,0.318,0.0921,126.047,audio_features,spotify:track:57p8CBvPOxrvyCbn6ttl5r,https://api.spotify.com/v1/tracks/57p8CBvPOxrvyCbn6ttl5r,https://api.spotify.com/v1/audio-analysis/57p8CBvPOxrvyCbn6ttl5r,234286,4
Side Effects (feat. Emily Warren),The Chainsmokers,5hrXLJJrnKraxRQntH0Vv9,0,pop,0.662,0.741,8,-5.256,1,0.0317,0.0013,0.0,0.566,0.532,110.032,audio_features,spotify:track:5hrXLJJrnKraxRQntH0Vv9,https://api.spotify.com/v1/tracks/5hrXLJJrnKraxRQntH0Vv9,https://api.spotify.com/v1/audio-analysis/5hrXLJJrnKraxRQntH0Vv9,173840,4
Time of Our Lives,Pitbull,2bJvI42r8EF3wxjOuDav4r,82,pop,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,audio_features,spotify:track:2bJvI42r8EF3wxjOuDav4r,https://api.spotify.com/v1/tracks/2bJvI42r8EF3wxjOuDav4r,https://api.spotify.com/v1/audio-analysis/2bJvI42r8EF3wxjOuDav4r,229360,4
Ghostface Killers (feat. Travis Scott),21 Savage,5u6vkDnOyaf8LsteDAj2ub,67,pop,0.782,0.435,2,-7.033,1,0.156,0.333,1.31e-05,0.342,0.242,82.996,audio_features,spotify:track:5u6vkDnOyaf8LsteDAj2ub,https://api.spotify.com/v1/tracks/5u6vkDnOyaf8LsteDAj2ub,https://api.spotify.com/v1/audio-analysis/5u6vkDnOyaf8LsteDAj2ub,268933,4
Shining (feat. Beyoncé & Jay-Z),DJ Khaled,7Fa5UNizycSms5jP3SQD3F,45,pop,0.768,0.807,2,-5.508,0,0.106,0.053,2.99e-06,0.214,0.575,112.001,audio_features,spotify:track:7Fa5UNizycSms5jP3SQD3F,https://api.spotify.com/v1/tracks/7Fa5UNizycSms5jP3SQD3F,https://api.spotify.com/v1/audio-analysis/7Fa5UNizycSms5jP3SQD3F,284000,4
Faded,Alan Walker,7gHs73wELdeycvS48JfIos,68,pop,0.589,0.651,6,-5.097,1,0.0306,0.0291,3.2e-06,0.111,0.166,90.011,audio_features,spotify:track:7gHs73wELdeycvS48JfIos,https://api.spotify.com/v1/tracks/7gHs73wELdeycvS48JfIos,https://api.spotify.com/v1/audio-analysis/7gHs73wELdeycvS48JfIos,212627,4
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,6TaqooOXAEcijL6G1AWS2K,66,pop,0.681,0.521,0,-5.849,1,0.141,0.12,8.41e-05,0.108,0.181,94.997,audio_features,spotify:track:6TaqooOXAEcijL6G1AWS2K,https://api.spotify.com/v1/tracks/6TaqooOXAEcijL6G1AWS2K,https://api.spotify.com/v1/audio-analysis/6TaqooOXAEcijL6G1AWS2K,229747,4
