name,artist,id,popularity,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
Tush - 2006 Remaster,ZZ Top,6zGDIDjfDkPyNxrEERO3XG,10,rock,0.58,0.885,0,-5.154,0,0.0715,0.1,0.00157,0.146,0.788,145.405,audio_features,spotify:track:6zGDIDjfDkPyNxrEERO3XG,https://api.spotify.com/v1/tracks/6zGDIDjfDkPyNxrEERO3XG,https://api.spotify.com/v1/audio-analysis/6zGDIDjfDkPyNxrEERO3XG,137933,4
What's Wrong,PVRIS,6U82eC2OHyiQM4Wr5Bejar,0,rock,0.502,0.945,1,-3.191,1,0.103,0.0514,0.00585,0.0897,0.326,100.988,audio_features,spotify:track:6U82eC2OHyiQM4Wr5Bejar,https://api.spotify.com/v1/tracks/6U82eC2OHyiQM4Wr5Bejar,https://api.spotify.com/v1/audio-analysis/6U82eC2OHyiQM4Wr5Bejar,298917,4
Red Cold River,Breaking Benjamin,6ZfPmIbwzz6fopTNwAJTPs,55,rock,0.376,0.967,3,-3.277,0,0.166,0.000248,2.64e-06,0.0575,0.226,91.582,audio_features,spotify:track:6ZfPmIbwzz6fopTNwAJTPs,https://api.spotify.com/v1/tracks/6ZfPmIbwzz6fopTNwAJTPs,https://api.spotify.com/v1/audio-analysis/6ZfPmIbwzz6fopTNwAJTPs,200907,4
Bad To The Bone,George Thorogood & The Destroyers,6s0NHplywwr1IjnQpUpWJk,67,rock,0.459,0.727,0,-11.777,1,0.0303,0.00614,0.0652,0.384,0.955,149.231,audio_features,spotify:track:6s0NHplywwr1IjnQpUpWJk,https://api.spotify.com/v1/tracks/6s0NHplywwr1IjnQpUpWJk,https://api.spotify.com/v1/audio-analysis/6s0NHplywwr1IjnQpUpWJk,292173,1
Found What I've Been Looking For,Tom Grennan,4Gw1SXoN1MlAmdM3J1NjmR,53,rock,0.623,0.829,3,-4.613,0,0.0286,0.0354,0.0,0.0762,0.779,107.067,audio_features,spotify:track:4Gw1SXoN1MlAmdM3J1NjmR,https://api.spotify.com/v1/tracks/4Gw1SXoN1MlAmdM3J1NjmR,https://api.spotify.com/v1/audio-analysis/4Gw1SXoN1MlAmdM3J1NjmR,191933,4
You're My Best Friend - Remastered 2011,Queen,4OKf7CcYuw5H2HptkcKxcP,61,rock,0.518,0.761,0,-7.025,1,0.0451,0.158,0.00805,0.0715,0.577,118.74,audio_features,spotify:track:4OKf7CcYuw5H2HptkcKxcP,https://api.spotify.com/v1/tracks/4OKf7CcYuw5H2HptkcKxcP,https://api.spotify.com/v1/audio-analysis/4OKf7CcYuw5H2HptkcKxcP,170800,4
1979 - Remastered 2012,The Smashing Pumpkins,5QLHGv0DfpeXLNFo7SFEy1,77,rock,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,audio_features,spotify:track:5QLHGv0DfpeXLNFo7SFEy1,https://api.spotify.com/v1/tracks/5QLHGv0DfpeXLNFo7SFEy1,https://api.spotify.com/v1/audio-analysis/5QLHGv0DfpeXLNFo7SFEy1,266200,4
Ain't Talkin' 'Bout Love - 2015 Remaster,Van Halen,6fybp4N6eW3bsFAvARxyVe,68,rock,0.518,0.938,8,-5.964,0,0.0416,0.021,0.000305,0.288,0.71,139.138,audio_features,spotify:track:6fybp4N6eW3bsFAvARxyVe,https://api.spotify.com/v1/tracks/6fybp4N6eW3bsFAvARxyVe,https://api.spotify.com/v1/audio-analysis/6fybp4N6eW3bsFAvARxyVe,227800,4
Highway Star - Remastered 2012,Deep Purple,3uMmllZo1AfoEnVT4ENCD3,61,rock,0.307,0.909,9,-7.08,0,0.0574,0.135,0.0336,0.125,0.443,173.674,audio_features,spotify:track:3uMmllZo1AfoEnVT4ENCD3,https://api.spotify.com/v1/tracks/3uMmllZo1AfoEnVT4ENCD3,https://api.spotify.com/v1/audio-analysis/3uMmllZo1AfoEnVT4ENCD3,366136,4
Are You Gonna Go My Way,Lenny Kravitz,45Ia1U4KtIjAPPU7Wv1Sea,71,rock,0.619,0.67,11,-10.322,0,0.0353,0.00165,0.0109,0.331,0.777,129.269,audio_features,spotify:track:45Ia1U4KtIjAPPU7Wv1Sea,https://api.spotify.com/v1/tracks/45Ia1U4KtIjAPPU7Wv1Sea,https://api.spotify.com/v1/audio-analysis/45Ia1U4KtIjAPPU7Wv1Sea,211933,4
Man in the Box,Alice In Chains,6gZVQvQZOFpzIy3HblJ20F,74,rock,0.355,0.791,8,-7.565,1,0.0453,0.00045,0.0,0.0969,0.758,106.392,audio_features,spotify:track:6gZVQvQZOFpzIy3HblJ20F,https://api.spotify.com/v1/tracks/6gZVQvQZOFpzIy3HblJ20F,https://api.spotify.com/v1/audio-analysis/6gZVQvQZOFpzIy3HblJ20F,285200,4
Go To War,NOTHING MORE,4A0LV6W7IUKPP2pyAZ356E,1,rock,0.461,0.892,6,-4.807,0,0.0901,0.00187,1.34e-06,0.0942,0.35,137.35,audio_features,spotify:track:4A0LV6W7IUKPP2pyAZ356E,https://api.spotify.com/v1/tracks/4A0LV6W7IUKPP2pyAZ356E,https://api.spotify.com/v1/audio-analysis/4A0LV6W7IUKPP2pyAZ356E,245196,4
Stuck In The Middle With You,Stealers Wheel,3Vby4nGmtbDo7HDJamOWkT,76,rock,0.82,0.575,7,-9.144,1,0.0408,0.0936,0.000135,0.109,0.964,123.765,audio_features,spotify:track:3Vby4nGmtbDo7HDJamOWkT,https://api.spotify.com/v1/tracks/3Vby4nGmtbDo7HDJamOWkT,https://api.spotify.com/v1/audio-analysis/3Vby4nGmtbDo7HDJamOWkT,208947,4
Both Eyes Closed (feat. 2 Chainz and Young Dolph),Gucci Mane,5HtziFfFGxXpugCqZaAHoY,51,hip-hop,0.704,0.558,1,-6.042,1,0.287,0.379,0.000111,0.407,0.414,163.964,audio_features,spotify:track:5HtziFfFGxXpugCqZaAHoY,https://api.spotify.com/v1/tracks/5HtziFfFGxXpugCqZaAHoY,https://api.spotify.com/v1/audio-analysis/5HtziFfFGxXpugCqZaAHoY,260009,4
Selfish,PnB Rock,2xbI8Vmyv3TkpTdywpPyNw,68,hip-hop,0.638,0.6,1,-5.84,0,0.0438,0.114,0.0,0.187,0.0399,101.981,audio_features,spotify:track:2xbI8Vmyv3TkpTdywpPyNw,https://api.spotify.com/v1/tracks/2xbI8Vmyv3TkpTdywpPyNw,https://api.spotify.com/v1/audio-analysis/2xbI8Vmyv3TkpTdywpPyNw,245604,4
Slam,Onyx,0W2mz7mvaBaEsC4rmoRNPn,57,hip-hop,0.876,0.71,11,-12.908,1,0.347,0.0646,0.00308,0.918,0.725,98.312,audio_features,spotify:track:0W2mz7mvaBaEsC4rmoRNPn,https://api.spotify.com/v1/tracks/0W2mz7mvaBaEsC4rmoRNPn,https://api.spotify.com/v1/audio-analysis/0W2mz7mvaBaEsC4rmoRNPn,218333,4
Controlla,Drake,3O8NlPh2LByMU9lSRSHedm,69,hip-hop,0.59,0.468,10,-11.083,0,0.185,0.0789,0.0,0.101,0.349,92.287,audio_features,spotify:track:3O8NlPh2LByMU9lSRSHedm,https://api.spotify.com/v1/tracks/3O8NlPh2LByMU9lSRSHedm,https://api.spotify.com/v1/audio-analysis/3O8NlPh2LByMU9lSRSHedm,245227,4
Pull Up (feat. Lil Uzi Vert),Wiz Khalifa,6LTsvaebP6V9tJFvZxqi5M,45,hip-hop,0.852,0.764,8,-4.283,0,0.0631,0.0178,0.0,0.336,0.266,132.981,audio_features,spotify:track:6LTsvaebP6V9tJFvZxqi5M,https://api.spotify.com/v1/tracks/6LTsvaebP6V9tJFvZxqi5M,https://api.spotify.com/v1/audio-analysis/6LTsvaebP6V9tJFvZxqi5M,207391,4
Rent Money,Future,5W9QCBJ6Em0XWX333YrNhc,52,hip-hop,0.694,0.493,1,-8.581,1,0.373,0.0331,2.04e-06,0.431,0.313,166.457,audio_features,spotify:track:5W9QCBJ6Em0XWX333YrNhc,https://api.spotify.com/v1/tracks/5W9QCBJ6Em0XWX333YrNhc,https://api.spotify.com/v1/audio-analysis/5W9QCBJ6Em0XWX333YrNhc,265366,4
Versace (Remix),Migos,0XGLsSU6wtfnKXiMNvQr61,51,hip-hop,0.845,0.705,6,-4.271,0,0.243,0.0218,0.0,0.339,0.334,132.05,audio_features,spotify:track:0XGLsSU6wtfnKXiMNvQr61,https://api.spotify.com/v1/tracks/0XGLsSU6wtfnKXiMNvQr61,https://api.spotify.com/v1/audio-analysis/0XGLsSU6wtfnKXiMNvQr61,246047,4
I Got the Keys (feat. Jay-Z & Future),DJ Khaled,2eqUZAVXjK61mZqLl4LKJJ,39,hip-hop,0.686,0.623,1,-3.425,1,0.13,0.00287,0.00145,0.219,0.176,140.171,audio_features,spotify:track:2eqUZAVXjK61mZqLl4LKJJ,https://api.spotify.com/v1/tracks/2eqUZAVXjK61mZqLl4LKJJ,https://api.spotify.com/v1/audio-analysis/2eqUZAVXjK61mZqLl4LKJJ,219759,4
Soundtrack 2 My Life,Kid Cudi,1cdC9TCqyLwAlsw3fVJaJS,54,hip-hop,0.484,0.755,9,-6.653,0,0.136,0.465,1.56e-05,0.375,0.441,86.496,audio_features,spotify:track:1cdC9TCqyLwAlsw3fVJaJS,https://api.spotify.com/v1/tracks/1cdC9TCqyLwAlsw3fVJaJS,https://api.spotify.com/v1/audio-analysis/1cdC9TCqyLwAlsw3fVJaJS,235627,4
Bodak Yellow,Cardi B,6KBYefIoo7KydImq1uUQlL,69,hip-hop,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022,audio_features,spotify:track:6KBYefIoo7KydImq1uUQlL,https://api.spotify.com/v1/tracks/6KBYefIoo7KydImq1uUQlL,https://api.spotify.com/v1/audio-analysis/6KBYefIoo7KydImq1uUQlL,223713,4
I Got 5 On It,Luniz,4IYKjN1DrYzxKXt0umJqsG,73,hip-hop,0.584,0.706,10,-7.899,0,0.366,0.209,0.0,0.125,0.579,174.039,audio_features,spotify:track:4IYKjN1DrYzxKXt0umJqsG,https://api.spotify.com/v1/tracks/4IYKjN1DrYzxKXt0umJqsG,https://api.spotify.com/v1/audio-analysis/4IYKjN1DrYzxKXt0umJqsG,253533,4
Yes Indeed,Lil Baby,6vN77lE9LK6HP2DewaN6HZ,75,hip-hop,0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957,audio_features,spotify:track:6vN77lE9LK6HP2DewaN6HZ,https://api.spotify.com/v1/tracks/6vN77lE9LK6HP2DewaN6HZ,https://api.spotify.com/v1/audio-analysis/6vN77lE9LK6HP2DewaN6HZ,142273,4
No Option,Post Malone,6M0IsaUX4GNyto4niSegfI,61,hip-hop,0.575,0.734,2,-4.949,1,0.057,0.0757,0.0,0.241,0.494,83.983,audio_features,spotify:track:6M0IsaUX4GNyto4niSegfI,https://api.spotify.com/v1/tracks/6M0IsaUX4GNyto4niSegfI,https://api.spotify.com/v1/audio-analysis/6M0IsaUX4GNyto4niSegfI,179827,4
Live Up to My Name,Baka Not Nice,07KTrRLfajXoKbtqOsefSJ,0,hip-hop,0.943,0.495,6,-5.964,0,0.18,0.0575,0.0,0.0952,0.573,129.971,audio_features,spotify:track:07KTrRLfajXoKbtqOsefSJ,https://api.spotify.com/v1/tracks/07KTrRLfajXoKbtqOsefSJ,https://api.spotify.com/v1/audio-analysis/07KTrRLfajXoKbtqOsefSJ,180748,4
Shadowboxin',GZA,7bp5DfkdK1OAvNJ1U4HfDA,60,hip-hop,0.704,0.642,1,-10.11,1,0.39,0.00704,1.43e-06,0.161,0.72,92.09,audio_features,spotify:track:7bp5DfkdK1OAvNJ1U4HfDA,https://api.spotify.com/v1/tracks/7bp5DfkdK1OAvNJ1U4HfDA,https://api.spotify.com/v1/audio-analysis/7bp5DfkdK1OAvNJ1U4HfDA,209973,4
San Francisco Knights,People Under The Stairs,0msneWUDfYKAGrifwEDhtl,47,hip-hop,0.749,0.839,1,-9.173,0,0.231,0.0365,0.0,0.133,0.638,87.587,audio_features,spotify:track:0msneWUDfYKAGrifwEDhtl,https://api.spotify.com/v1/tracks/0msneWUDfYKAGrifwEDhtl,https://api.spotify.com/v1/audio-analysis/0msneWUDfYKAGrifwEDhtl,271080,4
A Lie,French Montana,1vVNlXi8gf8tZ7OhnEs4VE,44,hip-hop,0.516,0.792,1,-5.38,0,0.216,0.0235,0.0,0.404,0.524,121.189,audio_features,spotify:track:1vVNlXi8gf8tZ7OhnEs4VE,https://api.spotify.com/v1/tracks/1vVNlXi8gf8tZ7OhnEs4VE,https://api.spotify.com/v1/audio-analysis/1vVNlXi8gf8tZ7OhnEs4VE,226790,5
REEL IT IN,Aminé,5qHirGR7M9tdm6C17DlzSY,67,hip-hop,0.754,0.342,10,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,audio_features,spotify:track:5qHirGR7M9tdm6C17DlzSY,https://api.spotify.com/v1/tracks/5qHirGR7M9tdm6C17DlzSY,https://api.spotify.com/v1/audio-analysis/5qHirGR7M9tdm6C17DlzSY,121347,4
Too Hotty,Quality Control,3hWUIMNBwLNug1O8o2PPRW,53,hip-hop,0.889,0.398,1,-7.183,1,0.204,0.19,0.0,0.104,0.159,129.993,audio_features,spotify:track:3hWUIMNBwLNug1O8o2PPRW,https://api.spotify.com/v1/tracks/3hWUIMNBwLNug1O8o2PPRW,https://api.spotify.com/v1/audio-analysis/3hWUIMNBwLNug1O8o2PPRW,295997,4
I Wanna Get High,Cypress Hill,2icouZbxwqoL63gHhO2vGd,55,hip-hop,0.734,0.525,3,-14.826,0,0.27,0.0773,0.31,0.0735,0.332,81.936,audio_features,spotify:track:2icouZbxwqoL63gHhO2vGd,https://api.spotify.com/v1/tracks/2icouZbxwqoL63gHhO2vGd,https://api.spotify.com/v1/audio-analysis/2icouZbxwqoL63gHhO2vGd,174600,4
Wild for the Night (feat. Skrillex & Birdy Nam Nam),A$AP Rocky,2rzBvHM9h36Tpdj7Jdajka,62,hip-hop,0.757,0.848,2,-4.234,1,0.335,0.0481,0.0,0.121,0.686,139.995,audio_features,spotify:track:2rzBvHM9h36Tpdj7Jdajka,https://api.spotify.com/v1/tracks/2rzBvHM9h36Tpdj7Jdajka,https://api.spotify.com/v1/audio-analysis/2rzBvHM9h36Tpdj7Jdajka,212640,4
Just A Lil Bit,50 Cent,4nva9EpKntUTs6CRSGBCn9,76,hip-hop,0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946,audio_features,spotify:track:4nva9EpKntUTs6CRSGBCn9,https://api.spotify.com/v1/tracks/4nva9EpKntUTs6CRSGBCn9,https://api.spotify.com/v1/audio-analysis/4nva9EpKntUTs6CRSGBCn9,237707,4
I'm Upset,Drake,3qN5qMTKyEEmiTZD38BNTT,61,hip-hop,0.899,0.586,11,-7.866,0,0.343,0.279,0.0,0.0836,0.492,150.002,audio_features,spotify:track:3qN5qMTKyEEmiTZD38BNTT,https://api.spotify.com/v1/tracks/3qN5qMTKyEEmiTZD38BNTT,https://api.spotify.com/v1/audio-analysis/3qN5qMTKyEEmiTZD38BNTT,214467,4
Bust Down,Trippie Redd,3vWxQ6wOfMr8zH1u7pVFI6,0,hip-hop,0.721,0.821,2,-4.157,1,0.179,0.337,2.14e-05,0.15,0.659,72.994,audio_features,spotify:track:3vWxQ6wOfMr8zH1u7pVFI6,https://api.spotify.com/v1/tracks/3vWxQ6wOfMr8zH1u7pVFI6,https://api.spotify.com/v1/audio-analysis/3vWxQ6wOfMr8zH1u7pVFI6,245229,4
Audi.,Smokepurpp,2INqEk4ko5AsGVLBsiKiQe,0,hip-hop,0.793,0.366,7,-10.051,1,0.136,0.0214,0.0,0.0964,0.278,122.991,audio_features,spotify:track:2INqEk4ko5AsGVLBsiKiQe,https://api.spotify.com/v1/tracks/2INqEk4ko5AsGVLBsiKiQe,https://api.spotify.com/v1/audio-analysis/2INqEk4ko5AsGVLBsiKiQe,159522,4
We Takin' Over,DJ Khaled,74OqjT3PMVWlZAyqUt4FgG,0,hip-hop,0.767,0.872,10,-4.25,0,0.0761,0.153,0.0,0.518,0.565,112.6,audio_features,spotify:track:74OqjT3PMVWlZAyqUt4FgG,https://api.spotify.com/v1/tracks/74OqjT3PMVWlZAyqUt4FgG,https://api.spotify.com/v1/audio-analysis/74OqjT3PMVWlZAyqUt4FgG,263280,4
Real Friends,Kanye West,66Q3fAmSX5eHamgbKa9alP,60,hip-hop,0.441,0.744,6,-6.248,0,0.476,0.262,0.000382,0.138,0.124,81.396,audio_features,spotify:track:66Q3fAmSX5eHamgbKa9alP,https://api.spotify.com/v1/tracks/66Q3fAmSX5eHamgbKa9alP,https://api.spotify.com/v1/audio-analysis/66Q3fAmSX5eHamgbKa9alP,251573,4
Headlock (feat. Offset),Cousin Stizz,1IruBrVHO0XS9SfXGoYBXn,35,hip-hop,0.964,0.604,7,-3.994,1,0.0844,0.371,0.0,0.0938,0.612,116.041,audio_features,spotify:track:1IruBrVHO0XS9SfXGoYBXn,https://api.spotify.com/v1/tracks/1IruBrVHO0XS9SfXGoYBXn,https://api.spotify.com/v1/audio-analysis/1IruBrVHO0XS9SfXGoYBXn,200667,4
Shake It Up,Trippie Redd,6yz0Jndhv0QjKdpcEMbOjz,1,hip-hop,0.788,0.608,5,-6.478,0,0.0853,0.128,0.0,0.0931,0.396,78.001,audio_features,spotify:track:6yz0Jndhv0QjKdpcEMbOjz,https://api.spotify.com/v1/tracks/6yz0Jndhv0QjKdpcEMbOjz,https://api.spotify.com/v1/audio-analysis/6yz0Jndhv0QjKdpcEMbOjz,116681,4
Not Alike (feat. Royce Da 5'9),Eminem,28FGV3ORH14MYORd7s5dlU,59,hip-hop,0.904,0.756,10,-3.746,1,0.32,0.0692,0.0,0.339,0.342,140.005,audio_features,spotify:track:28FGV3ORH14MYORd7s5dlU,https://api.spotify.com/v1/tracks/28FGV3ORH14MYORd7s5dlU,https://api.spotify.com/v1/audio-analysis/28FGV3ORH14MYORd7s5dlU,288087,4
Walked In,Bankroll Fresh,252gJUec2oDsGBPcxZs4nX,50,hip-hop,0.969,0.491,2,-9.859,1,0.233,0.0361,0.0,0.118,0.768,126.048,audio_features,spotify:track:252gJUec2oDsGBPcxZs4nX,https://api.spotify.com/v1/tracks/252gJUec2oDsGBPcxZs4nX,https://api.spotify.com/v1/audio-analysis/252gJUec2oDsGBPcxZs4nX,198095,4
Airplanes (feat. Hayley Williams of Paramore),B.o.B,6lV2MSQmRIkycDScNtrBXO,73,hip-hop,0.66,0.867,6,-4.285,0,0.116,0.11,0.0,0.0368,0.377,93.033,audio_features,spotify:track:6lV2MSQmRIkycDScNtrBXO,https://api.spotify.com/v1/tracks/6lV2MSQmRIkycDScNtrBXO,https://api.spotify.com/v1/audio-analysis/6lV2MSQmRIkycDScNtrBXO,180480,4
Aquemini,Outkast,4V3N5LvUOh3yDPP16cwAhE,53,hip-hop,0.707,0.661,1,-5.711,0,0.39,0.245,0.0,0.176,0.157,89.197,audio_features,spotify:track:4V3N5LvUOh3yDPP16cwAhE,https://api.spotify.com/v1/tracks/4V3N5LvUOh3yDPP16cwAhE,https://api.spotify.com/v1/audio-analysis/4V3N5LvUOh3yDPP16cwAhE,319240,4
"No Flag (feat. Nicki Minaj, 21 Savage & Offset)",London On Da Track,1tyjWMMINb9S0YBynTvJ7s,43,hip-hop,0.809,0.58,1,-7.253,1,0.348,0.0856,0.0,0.115,0.146,157.961,audio_features,spotify:track:1tyjWMMINb9S0YBynTvJ7s,https://api.spotify.com/v1/tracks/1tyjWMMINb9S0YBynTvJ7s,https://api.spotify.com/v1/audio-analysis/1tyjWMMINb9S0YBynTvJ7s,212383,4
GOTTI,6ix9ine,27oFpFktCq9JIXjJQRuv7a,1,hip-hop,0.728,0.584,10,-7.255,0,0.176,0.0524,0.0,0.0658,0.365,161.9,audio_features,spotify:track:27oFpFktCq9JIXjJQRuv7a,https://api.spotify.com/v1/tracks/27oFpFktCq9JIXjJQRuv7a,https://api.spotify.com/v1/audio-analysis/27oFpFktCq9JIXjJQRuv7a,166852,4
Esskeetit,Lil Pump,44KKhCyI0BGS6LvVyDqJtH,49,hip-hop,0.934,0.505,11,-7.648,1,0.168,0.0229,0.0,0.0867,0.691,139.93,audio_features,spotify:track:44KKhCyI0BGS6LvVyDqJtH,https://api.spotify.com/v1/tracks/44KKhCyI0BGS6LvVyDqJtH,https://api.spotify.com/v1/audio-analysis/44KKhCyI0BGS6LvVyDqJtH,181714,4
Mockingbird,Eminem,561jH07mF1jHuk7KlaeF0s,85,hip-hop,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,audio_features,spotify:track:561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/tracks/561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/audio-analysis/561jH07mF1jHuk7KlaeF0s,250760,4
Ms. Jackson,Outkast,0I3q5fE6wg7LIfHGngUTnV,81,hip-hop,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,audio_features,spotify:track:0I3q5fE6wg7LIfHGngUTnV,https://api.spotify.com/v1/tracks/0I3q5fE6wg7LIfHGngUTnV,https://api.spotify.com/v1/audio-analysis/0I3q5fE6wg7LIfHGngUTnV,270507,4
Wins & Losses,Meek Mill,2sBHQfX9QxJwGcdutAj6Pj,51,hip-hop,0.683,0.854,2,-3.915,1,0.196,0.0948,0.0,0.267,0.131,92.006,audio_features,spotify:track:2sBHQfX9QxJwGcdutAj6Pj,https://api.spotify.com/v1/tracks/2sBHQfX9QxJwGcdutAj6Pj,https://api.spotify.com/v1/audio-analysis/2sBHQfX9QxJwGcdutAj6Pj,189057,4
Changes - Greatest Hits Version,2Pac,1fkBsauD5gmsrjvf0f5VYn,34,hip-hop,0.864,0.686,7,-5.973,1,0.0672,0.0392,0.0,0.156,0.317,111.1,audio_features,spotify:track:1fkBsauD5gmsrjvf0f5VYn,https://api.spotify.com/v1/tracks/1fkBsauD5gmsrjvf0f5VYn,https://api.spotify.com/v1/audio-analysis/1fkBsauD5gmsrjvf0f5VYn,268960,4
Fuck You,Dr. Dre,2lSKjWX8VjtWnDLgfKFcOd,0,hip-hop,0.875,0.554,9,-3.786,0,0.421,0.279,0.0,0.0912,0.738,92.198,audio_features,spotify:track:2lSKjWX8VjtWnDLgfKFcOd,https://api.spotify.com/v1/tracks/2lSKjWX8VjtWnDLgfKFcOd,https://api.spotify.com/v1/audio-analysis/2lSKjWX8VjtWnDLgfKFcOd,205467,4
Say A',A Boogie Wit da Hoodie,3AMnOVxEHUgVrythGgqPhI,51,hip-hop,0.831,0.814,5,-5.18,1,0.474,0.391,0.0,0.109,0.846,161.041,audio_features,spotify:track:3AMnOVxEHUgVrythGgqPhI,https://api.spotify.com/v1/tracks/3AMnOVxEHUgVrythGgqPhI,https://api.spotify.com/v1/audio-analysis/3AMnOVxEHUgVrythGgqPhI,214854,4
Crumblin' Erb,Outkast,3T790QTg0ebUUk5tCRbtbN,44,hip-hop,0.802,0.594,7,-9.72,1,0.268,0.0782,0.0,0.282,0.548,89.659,audio_features,spotify:track:3T790QTg0ebUUk5tCRbtbN,https://api.spotify.com/v1/tracks/3T790QTg0ebUUk5tCRbtbN,https://api.spotify.com/v1/audio-analysis/3T790QTg0ebUUk5tCRbtbN,309867,4
Wrist,Logic,7qT7NUDywO7vNJNTNxqWiN,43,hip-hop,0.854,0.685,9,-5.319,0,0.242,0.00865,4.72e-06,0.0727,0.526,139.988,audio_features,spotify:track:7qT7NUDywO7vNJNTNxqWiN,https://api.spotify.com/v1/tracks/7qT7NUDywO7vNJNTNxqWiN,https://api.spotify.com/v1/audio-analysis/7qT7NUDywO7vNJNTNxqWiN,205733,4
Freek-A-Leek,Petey Pablo,4UNhyW0R7qylxrF6Z0q2Tb,60,hip-hop,0.737,0.697,2,-3.716,1,0.254,0.0756,0.0,0.359,0.662,104.917,audio_features,spotify:track:4UNhyW0R7qylxrF6Z0q2Tb,https://api.spotify.com/v1/tracks/4UNhyW0R7qylxrF6Z0q2Tb,https://api.spotify.com/v1/audio-analysis/4UNhyW0R7qylxrF6Z0q2Tb,235187,4
Mona Lisa (feat. Kendrick Lamar),Lil Wayne,0dbTQYW3Ad1FTzIA9t90E8,66,hip-hop,0.856,0.694,2,-4.393,1,0.169,0.371,0.0,0.109,0.489,122.08,audio_features,spotify:track:0dbTQYW3Ad1FTzIA9t90E8,https://api.spotify.com/v1/tracks/0dbTQYW3Ad1FTzIA9t90E8,https://api.spotify.com/v1/audio-analysis/0dbTQYW3Ad1FTzIA9t90E8,324189,4
Sacrifices,Drake,0xl1w2q4VLojeXp4JfazPL,55,hip-hop,0.903,0.439,8,-11.813,1,0.397,0.0407,0.0,0.138,0.532,139.112,audio_features,spotify:track:0xl1w2q4VLojeXp4JfazPL,https://api.spotify.com/v1/tracks/0xl1w2q4VLojeXp4JfazPL,https://api.spotify.com/v1/audio-analysis/0xl1w2q4VLojeXp4JfazPL,307593,4
Bounce Back,Big Sean,0SGkqnVQo9KPytSri1H6cF,63,hip-hop,0.785,0.575,1,-5.628,0,0.133,0.105,0.0,0.129,0.272,81.529,audio_features,spotify:track:0SGkqnVQo9KPytSri1H6cF,https://api.spotify.com/v1/tracks/0SGkqnVQo9KPytSri1H6cF,https://api.spotify.com/v1/audio-analysis/0SGkqnVQo9KPytSri1H6cF,222360,4
Livin' Proof,Group Home,56whVbEPZ2bRA5VboQPned,45,hip-hop,0.808,0.765,6,-7.363,0,0.302,0.00916,0.000196,0.0515,0.761,92.044,audio_features,spotify:track:56whVbEPZ2bRA5VboQPned,https://api.spotify.com/v1/tracks/56whVbEPZ2bRA5VboQPned,https://api.spotify.com/v1/audio-analysis/56whVbEPZ2bRA5VboQPned,254933,4
Redbone,Childish Gambino,3kxfsdsCpFgN412fpnW85Y,0,hip-hop,0.745,0.356,1,-10.425,1,0.0941,0.172,0.00943,0.123,0.607,160.033,audio_features,spotify:track:3kxfsdsCpFgN412fpnW85Y,https://api.spotify.com/v1/tracks/3kxfsdsCpFgN412fpnW85Y,https://api.spotify.com/v1/audio-analysis/3kxfsdsCpFgN412fpnW85Y,326933,4
"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",Young Thug,5PfTI3zrQbZEWcQdycMqJM,46,hip-hop,0.631,0.732,1,-4.706,1,0.203,0.0304,0.0,0.261,0.549,151.779,audio_features,spotify:track:5PfTI3zrQbZEWcQdycMqJM,https://api.spotify.com/v1/tracks/5PfTI3zrQbZEWcQdycMqJM,https://api.spotify.com/v1/audio-analysis/5PfTI3zrQbZEWcQdycMqJM,231659,4
Who Am I (What's My Name)?,Snoop Dogg,5XhkV07Vou38wnrzwURUOC,2,hip-hop,0.692,0.833,7,-3.974,1,0.0492,0.000136,1.98e-05,0.515,0.692,96.814,audio_features,spotify:track:5XhkV07Vou38wnrzwURUOC,https://api.spotify.com/v1/tracks/5XhkV07Vou38wnrzwURUOC,https://api.spotify.com/v1/audio-analysis/5XhkV07Vou38wnrzwURUOC,246320,4
OMG (feat. Quavo),Camila Cabello,4xBjsLUSjcx2h7PcRikpQp,55,hip-hop,0.655,0.576,5,-6.735,0,0.0536,0.0295,0.115,0.132,0.167,139.953,audio_features,spotify:track:4xBjsLUSjcx2h7PcRikpQp,https://api.spotify.com/v1/tracks/4xBjsLUSjcx2h7PcRikpQp,https://api.spotify.com/v1/audio-analysis/4xBjsLUSjcx2h7PcRikpQp,228893,4
